"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-12-18,"BC","Vancouver Island","South Vancouver Island",78,61.71
2021-12-18,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-18,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-12-19,"BC","All","All",854,746.14
2021-12-19,"BC","Fraser","All",292,227.43
2021-12-19,"BC","Fraser","Fraser East",42,39.14
2021-12-19,"BC","Fraser","Fraser North",131,91.43
2021-12-19,"BC","Fraser","Fraser South",119,96.71
2021-12-19,"BC","Fraser","Unknown",0,0.14
2021-12-19,"BC","Interior","All",91,101.29
2021-12-19,"BC","Interior","East Kootenay",4,8.57
2021-12-19,"BC","Interior","Kootenay Boundary",5,4
2021-12-19,"BC","Interior","Okanagan",44,43.71
2021-12-19,"BC","Interior","Thompson Cariboo Shuswap",38,45
2021-12-19,"BC","Northern","All",24,32.29
2021-12-19,"BC","Northern","Northeast",5,8
2021-12-19,"BC","Northern","Northern Interior",14,11.71
2021-12-19,"BC","Northern","Northwest",5,12.57
2021-12-19,"BC","Northern","Unknown",0,0
2021-12-19,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-19,"BC","Vancouver Coastal","All",303,256.71
2021-12-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",97,81.57
2021-12-19,"BC","Vancouver Coastal","Richmond",32,18.29
2021-12-19,"BC","Vancouver Coastal","Unknown",0,0
2021-12-19,"BC","Vancouver Coastal","Vancouver",174,156.86
2021-12-19,"BC","Vancouver Island","All",144,128.43
2021-12-19,"BC","Vancouver Island","Central Vancouver Island",22,28.86
2021-12-19,"BC","Vancouver Island","North Vancouver Island",34,30.57
2021-12-19,"BC","Vancouver Island","South Vancouver Island",88,69
2021-12-19,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-19,"Out of Canada","Out of Canada","Out of Canada",2,0.43
2021-12-20,"BC","All","All",1232,862.29
2021-12-20,"BC","Fraser","All",407,268.57
2021-12-20,"BC","Fraser","Fraser East",51,44.29
2021-12-20,"BC","Fraser","Fraser North",184,110.57
2021-12-20,"BC","Fraser","Fraser South",172,113.57
2021-12-20,"BC","Fraser","Unknown",0,0.14
2021-12-20,"BC","Interior","All",126,107.86
2021-12-20,"BC","Interior","East Kootenay",4,8.29
2021-12-20,"BC","Interior","Kootenay Boundary",6,4.71
2021-12-20,"BC","Interior","Okanagan",53,47
2021-12-20,"BC","Interior","Thompson Cariboo Shuswap",63,47.86
2021-12-20,"BC","Northern","All",13,30.57
2021-12-20,"BC","Northern","Northeast",2,8.14
2021-12-20,"BC","Northern","Northern Interior",3,10.29
2021-12-20,"BC","Northern","Northwest",8,12.14
2021-12-20,"BC","Northern","Unknown",0,0
2021-12-20,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-20,"BC","Vancouver Coastal","All",497,314
2021-12-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",116,94.57
2021-12-20,"BC","Vancouver Coastal","Richmond",43,23.29
2021-12-20,"BC","Vancouver Coastal","Unknown",1,0.14
2021-12-20,"BC","Vancouver Coastal","Vancouver",337,196
2021-12-20,"BC","Vancouver Island","All",189,141.29
2021-12-20,"BC","Vancouver Island","Central Vancouver Island",41,30.71
2021-12-20,"BC","Vancouver Island","North Vancouver Island",25,30.43
2021-12-20,"BC","Vancouver Island","South Vancouver Island",123,80.14
2021-12-20,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-20,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-12-21,"BC","All","All",1551,998.43
2021-12-21,"BC","Fraser","All",464,309.86
2021-12-21,"BC","Fraser","Fraser East",51,46.29
2021-12-21,"BC","Fraser","Fraser North",198,129.14
2021-12-21,"BC","Fraser","Fraser South",215,134.29
2021-12-21,"BC","Fraser","Unknown",0,0.14
2021-12-21,"BC","Interior","All",153,116
2021-12-21,"BC","Interior","East Kootenay",14,9.29
2021-12-21,"BC","Interior","Kootenay Boundary",18,6.86
2021-12-21,"BC","Interior","Okanagan",53,47.43
2021-12-21,"BC","Interior","Thompson Cariboo Shuswap",68,52.43
2021-12-21,"BC","Northern","All",43,32.57
2021-12-21,"BC","Northern","Northeast",8,8.43
2021-12-21,"BC","Northern","Northern Interior",19,11
2021-12-21,"BC","Northern","Northwest",15,13
2021-12-21,"BC","Northern","Unknown",1,0.14
2021-12-21,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-21,"BC","Vancouver Coastal","All",699,385.71
2021-12-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",140,104.57
2021-12-21,"BC","Vancouver Coastal","Richmond",35,26.43
2021-12-21,"BC","Vancouver Coastal","Unknown",1,0.29
2021-12-21,"BC","Vancouver Coastal","Vancouver",523,254.43
2021-12-21,"BC","Vancouver Island","All",192,154.29
2021-12-21,"BC","Vancouver Island","Central Vancouver Island",66,36.57
2021-12-21,"BC","Vancouver Island","North Vancouver Island",33,30.71
2021-12-21,"BC","Vancouver Island","South Vancouver Island",93,87
2021-12-21,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-21,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-12-22,"BC","All","All",2028,1180.14
2021-12-22,"BC","Fraser","All",757,386.29
2021-12-22,"BC","Fraser","Fraser East",101,56.43
2021-12-22,"BC","Fraser","Fraser North",395,172.57
2021-12-22,"BC","Fraser","Fraser South",261,157.14
2021-12-22,"BC","Fraser","Unknown",0,0.14
2021-12-22,"BC","Interior","All",125,119.14
2021-12-22,"BC","Interior","East Kootenay",17,10.29
2021-12-22,"BC","Interior","Kootenay Boundary",23,9.86
2021-12-22,"BC","Interior","Okanagan",50,48.86
2021-12-22,"BC","Interior","Thompson Cariboo Shuswap",35,50.14
2021-12-22,"BC","Northern","All",45,32.14
2021-12-22,"BC","Northern","Northeast",12,8.43
2021-12-22,"BC","Northern","Northern Interior",25,12.14
2021-12-22,"BC","Northern","Northwest",8,11.43
2021-12-22,"BC","Northern","Unknown",0,0.14
2021-12-22,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-22,"BC","Vancouver Coastal","All",861,472.86
2021-12-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",188,120.86
2021-12-22,"BC","Vancouver Coastal","Richmond",90,37.14
2021-12-22,"BC","Vancouver Coastal","Unknown",0,0.29
2021-12-22,"BC","Vancouver Coastal","Vancouver",583,314.57
2021-12-22,"BC","Vancouver Island","All",240,169.71
2021-12-22,"BC","Vancouver Island","Central Vancouver Island",66,41.14
2021-12-22,"BC","Vancouver Island","North Vancouver Island",29,29.57
2021-12-22,"BC","Vancouver Island","South Vancouver Island",145,99
2021-12-22,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-22,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-12-23,"BC","All","All",2499,1423.86
2021-12-23,"BC","Fraser","All",998,501
2021-12-23,"BC","Fraser","Fraser East",85,62.14
2021-12-23,"BC","Fraser","Fraser North",439,225.71
2021-12-23,"BC","Fraser","Fraser South",473,212.86
2021-12-23,"BC","Fraser","Unknown",1,0.29
2021-12-23,"BC","Interior","All",205,129.71
2021-12-23,"BC","Interior","East Kootenay",34,13.14
2021-12-23,"BC","Interior","Kootenay Boundary",12,10.43
2021-12-23,"BC","Interior","Okanagan",81,52.14
2021-12-23,"BC","Interior","Thompson Cariboo Shuswap",78,54
2021-12-23,"BC","Northern","All",68,37.14
2021-12-23,"BC","Northern","Northeast",15,9.14
2021-12-23,"BC","Northern","Northern Interior",11,12
2021-12-23,"BC","Northern","Northwest",42,15.86
2021-12-23,"BC","Northern","Unknown",0,0.14
2021-12-23,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-23,"BC","Vancouver Coastal","All",997,573.86
2021-12-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",317,151.29
2021-12-23,"BC","Vancouver Coastal","Richmond",93,49.14
2021-12-23,"BC","Vancouver Coastal","Unknown",1,0.43
2021-12-23,"BC","Vancouver Coastal","Vancouver",586,373
2021-12-23,"BC","Vancouver Island","All",231,182.14
2021-12-23,"BC","Vancouver Island","Central Vancouver Island",56,43.86
2021-12-23,"BC","Vancouver Island","North Vancouver Island",30,30.43
2021-12-23,"BC","Vancouver Island","South Vancouver Island",145,107.86
2021-12-23,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-23,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-12-24,"BC","All","All",2570,1658.14
2021-12-24,"BC","Fraser","All",1401,654.43
2021-12-24,"BC","Fraser","Fraser East",88,65.29
2021-12-24,"BC","Fraser","Fraser North",558,287
2021-12-24,"BC","Fraser","Fraser South",755,302
2021-12-24,"BC","Fraser","Unknown",0,0.14
2021-12-24,"BC","Interior","All",151,134.14
2021-12-24,"BC","Interior","East Kootenay",24,15.71
2021-12-24,"BC","Interior","Kootenay Boundary",22,13.14
2021-12-24,"BC","Interior","Okanagan",53,52.71
2021-12-24,"BC","Interior","Thompson Cariboo Shuswap",52,52.57
2021-12-24,"BC","Northern","All",51,39.86
2021-12-24,"BC","Northern","Northeast",5,8.57
2021-12-24,"BC","Northern","Northern Interior",27,14.86
2021-12-24,"BC","Northern","Northwest",18,16.14
2021-12-24,"BC","Northern","Unknown",1,0.29
2021-12-24,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-24,"BC","Vancouver Coastal","All",663,625
2021-12-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",152,160.29
2021-12-24,"BC","Vancouver Coastal","Richmond",68,54.57
2021-12-24,"BC","Vancouver Coastal","Unknown",0,0.43
2021-12-24,"BC","Vancouver Coastal","Vancouver",443,409.71
2021-12-24,"BC","Vancouver Island","All",304,204.71
2021-12-24,"BC","Vancouver Island","Central Vancouver Island",76,50.43
2021-12-24,"BC","Vancouver Island","North Vancouver Island",33,30.43
2021-12-24,"BC","Vancouver Island","South Vancouver Island",195,123.86
2021-12-24,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-24,"Out of Canada","Out of Canada","Out of Canada",3,0.86
2021-12-25,"BC","All","All",2093,1832.43
2021-12-25,"BC","Fraser","All",1004,760.43
2021-12-25,"BC","Fraser","Fraser East",77,70.71
2021-12-25,"BC","Fraser","Fraser North",394,328.43
2021-12-25,"BC","Fraser","Fraser South",533,361.14
2021-12-25,"BC","Fraser","Unknown",0,0.14
2021-12-25,"BC","Interior","All",295,163.71
2021-12-25,"BC","Interior","East Kootenay",51,21.14
2021-12-25,"BC","Interior","Kootenay Boundary",27,16.14
2021-12-25,"BC","Interior","Okanagan",105,62.71
2021-12-25,"BC","Interior","Thompson Cariboo Shuswap",112,63.71
2021-12-25,"BC","Northern","All",79,46.14
2021-12-25,"BC","Northern","Northeast",7,7.71
2021-12-25,"BC","Northern","Northern Interior",34,19
2021-12-25,"BC","Northern","Northwest",38,19.14
2021-12-25,"BC","Northern","Unknown",0,0.29
2021-12-25,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-25,"BC","Vancouver Coastal","All",475,642.14
2021-12-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",82,156
2021-12-25,"BC","Vancouver Coastal","Richmond",75,62.29
2021-12-25,"BC","Vancouver Coastal","Unknown",0,0.43
2021-12-25,"BC","Vancouver Coastal","Vancouver",318,423.43
2021-12-25,"BC","Vancouver Island","All",240,220
2021-12-25,"BC","Vancouver Island","Central Vancouver Island",42,52.71
2021-12-25,"BC","Vancouver Island","North Vancouver Island",23,29.57
2021-12-25,"BC","Vancouver Island","South Vancouver Island",175,137.71
2021-12-25,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-25,"Out of Canada","Out of Canada","Out of Canada",1,1
2021-12-26,"BC","All","All",1781,1964.86
2021-12-26,"BC","Fraser","All",822,836.14
2021-12-26,"BC","Fraser","Fraser East",50,71.86
2021-12-26,"BC","Fraser","Fraser North",534,386
2021-12-26,"BC","Fraser","Fraser South",238,378.14
2021-12-26,"BC","Fraser","Unknown",0,0.14
2021-12-26,"BC","Interior","All",308,194.71
2021-12-26,"BC","Interior","East Kootenay",52,28
2021-12-26,"BC","Interior","Kootenay Boundary",24,18.86
2021-12-26,"BC","Interior","Okanagan",143,76.86
2021-12-26,"BC","Interior","Thompson Cariboo Shuswap",89,71
2021-12-26,"BC","Northern","All",54,50.43
2021-12-26,"BC","Northern","Northeast",1,7.14
2021-12-26,"BC","Northern","Northern Interior",37,22.29
2021-12-26,"BC","Northern","Northwest",16,20.71
2021-12-26,"BC","Northern","Unknown",0,0.29
2021-12-26,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-26,"BC","Vancouver Coastal","All",376,652.57
2021-12-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",58,150.43
2021-12-26,"BC","Vancouver Coastal","Richmond",65,67
2021-12-26,"BC","Vancouver Coastal","Unknown",3,0.86
2021-12-26,"BC","Vancouver Coastal","Vancouver",250,434.29
2021-12-26,"BC","Vancouver Island","All",221,231
2021-12-26,"BC","Vancouver Island","Central Vancouver Island",47,56.29
2021-12-26,"BC","Vancouver Island","North Vancouver Island",8,25.86
2021-12-26,"BC","Vancouver Island","South Vancouver Island",166,148.86
2021-12-26,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-26,"Out of Canada","Out of Canada","Out of Canada",1,0.86
2021-12-27,"BC","All","All",1901,2060.43
2021-12-27,"BC","Fraser","All",841,898.14
2021-12-27,"BC","Fraser","Fraser East",104,79.43
2021-12-27,"BC","Fraser","Fraser North",496,430.57
2021-12-27,"BC","Fraser","Fraser South",241,388
2021-12-27,"BC","Fraser","Unknown",0,0.14
2021-12-27,"BC","Interior","All",299,219.43
2021-12-27,"BC","Interior","East Kootenay",59,35.86
2021-12-27,"BC","Interior","Kootenay Boundary",18,20.57
2021-12-27,"BC","Interior","Okanagan",109,84.86
2021-12-27,"BC","Interior","Thompson Cariboo Shuswap",113,78.14
2021-12-27,"BC","Northern","All",46,55.14
2021-12-27,"BC","Northern","Northeast",6,7.71
2021-12-27,"BC","Northern","Northern Interior",23,25.14
2021-12-27,"BC","Northern","Northwest",17,22
2021-12-27,"BC","Northern","Unknown",0,0.29
2021-12-27,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-27,"BC","Vancouver Coastal","All",413,640.57
2021-12-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",96,147.57
2021-12-27,"BC","Vancouver Coastal","Richmond",45,67.29
2021-12-27,"BC","Vancouver Coastal","Unknown",0,0.71
2021-12-27,"BC","Vancouver Coastal","Vancouver",272,425
2021-12-27,"BC","Vancouver Island","All",302,247.14
2021-12-27,"BC","Vancouver Island","Central Vancouver Island",91,63.43
2021-12-27,"BC","Vancouver Island","North Vancouver Island",47,29
2021-12-27,"BC","Vancouver Island","South Vancouver Island",164,154.71
2021-12-27,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-27,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-12-28,"BC","All","All",3080,2278.86
2021-12-28,"BC","Fraser","All",1629,1064.57
2021-12-28,"BC","Fraser","Fraser East",223,104
2021-12-28,"BC","Fraser","Fraser North",802,516.86
2021-12-28,"BC","Fraser","Fraser South",602,443.29
2021-12-28,"BC","Fraser","Unknown",2,0.43
2021-12-28,"BC","Interior","All",405,255.43
2021-12-28,"BC","Interior","East Kootenay",69,43.71
2021-12-28,"BC","Interior","Kootenay Boundary",38,23.43
2021-12-28,"BC","Interior","Okanagan",177,102.57
2021-12-28,"BC","Interior","Thompson Cariboo Shuswap",121,85.71
2021-12-28,"BC","Northern","All",99,63.14
2021-12-28,"BC","Northern","Northeast",16,8.86
2021-12-28,"BC","Northern","Northern Interior",42,28.43
2021-12-28,"BC","Northern","Northwest",41,25.71
2021-12-28,"BC","Northern","Unknown",0,0.14
2021-12-28,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-28,"BC","Vancouver Coastal","All",623,629.71
2021-12-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",136,147
2021-12-28,"BC","Vancouver Coastal","Richmond",56,70.29
2021-12-28,"BC","Vancouver Coastal","Unknown",0,0.57
2021-12-28,"BC","Vancouver Coastal","Vancouver",431,411.86
2021-12-28,"BC","Vancouver Island","All",324,266
2021-12-28,"BC","Vancouver Island","Central Vancouver Island",103,68.71
2021-12-28,"BC","Vancouver Island","North Vancouver Island",18,26.86
2021-12-28,"BC","Vancouver Island","South Vancouver Island",203,170.43
2021-12-28,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-28,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-12-29,"BC","All","All",3990,2559.14
2021-12-29,"BC","Fraser","All",2214,1272.71
2021-12-29,"BC","Fraser","Fraser East",227,122
2021-12-29,"BC","Fraser","Fraser North",850,581.86
2021-12-29,"BC","Fraser","Fraser South",1137,568.43
2021-12-29,"BC","Fraser","Unknown",0,0.43
2021-12-29,"BC","Interior","All",438,300.14
2021-12-29,"BC","Interior","East Kootenay",96,55
2021-12-29,"BC","Interior","Kootenay Boundary",47,26.86
2021-12-29,"BC","Interior","Okanagan",201,124.14
2021-12-29,"BC","Interior","Thompson Cariboo Shuswap",94,94.14
2021-12-29,"BC","Northern","All",101,71.14
2021-12-29,"BC","Northern","Northeast",15,9.29
2021-12-29,"BC","Northern","Northern Interior",47,31.57
2021-12-29,"BC","Northern","Northwest",39,30.14
2021-12-29,"BC","Northern","Unknown",0,0.14
2021-12-29,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-29,"BC","Vancouver Coastal","All",845,627.43
2021-12-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",219,151.43
2021-12-29,"BC","Vancouver Coastal","Richmond",83,69.29
2021-12-29,"BC","Vancouver Coastal","Unknown",10,2
2021-12-29,"BC","Vancouver Coastal","Vancouver",533,404.71
2021-12-29,"BC","Vancouver Island","All",392,287.71
2021-12-29,"BC","Vancouver Island","Central Vancouver Island",121,76.57
2021-12-29,"BC","Vancouver Island","North Vancouver Island",49,29.71
2021-12-29,"BC","Vancouver Island","South Vancouver Island",222,181.43
2021-12-29,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-29,"Out of Canada","Out of Canada","Out of Canada",3,1.14
2021-12-30,"BC","All","All",3813,2746.86
2021-12-30,"BC","Fraser","All",1946,1408.14
2021-12-30,"BC","Fraser","Fraser East",244,144.71
2021-12-30,"BC","Fraser","Fraser North",802,633.71
2021-12-30,"BC","Fraser","Fraser South",900,629.43
2021-12-30,"BC","Fraser","Unknown",0,0.29
2021-12-30,"BC","Interior","All",311,315.29
2021-12-30,"BC","Interior","East Kootenay",78,61.29
2021-12-30,"BC","Interior","Kootenay Boundary",50,32.29
2021-12-30,"BC","Interior","Okanagan",106,127.71
2021-12-30,"BC","Interior","Thompson Cariboo Shuswap",77,94
2021-12-30,"BC","Northern","All",137,81
2021-12-30,"BC","Northern","Northeast",12,8.86
2021-12-30,"BC","Northern","Northern Interior",52,37.43
2021-12-30,"BC","Northern","Northwest",73,34.57
2021-12-30,"BC","Northern","Unknown",0,0.14
2021-12-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-30,"BC","Vancouver Coastal","All",963,622.57
2021-12-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",295,148.29
2021-12-30,"BC","Vancouver Coastal","Richmond",129,74.43
2021-12-30,"BC","Vancouver Coastal","Unknown",0,1.86
2021-12-30,"BC","Vancouver Coastal","Vancouver",539,398
2021-12-30,"BC","Vancouver Island","All",456,319.86
2021-12-30,"BC","Vancouver Island","Central Vancouver Island",127,86.71
2021-12-30,"BC","Vancouver Island","North Vancouver Island",75,36.14
2021-12-30,"BC","Vancouver Island","South Vancouver Island",254,197
2021-12-30,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-30,"Out of Canada","Out of Canada","Out of Canada",0,1.14
2021-12-31,"BC","All","All",4074,2961.71
2021-12-31,"BC","Fraser","All",2253,1529.86
2021-12-31,"BC","Fraser","Fraser East",207,161.71
2021-12-31,"BC","Fraser","Fraser North",936,687.71
2021-12-31,"BC","Fraser","Fraser South",1107,679.71
2021-12-31,"BC","Fraser","Unknown",3,0.71
2021-12-31,"BC","Interior","All",402,351.14
2021-12-31,"BC","Interior","East Kootenay",60,66.43
2021-12-31,"BC","Interior","Kootenay Boundary",41,35
2021-12-31,"BC","Interior","Okanagan",210,150.14
2021-12-31,"BC","Interior","Thompson Cariboo Shuswap",91,99.57
2021-12-31,"BC","Northern","All",161,96.71
2021-12-31,"BC","Northern","Northeast",23,11.43
2021-12-31,"BC","Northern","Northern Interior",42,39.57
2021-12-31,"BC","Northern","Northwest",96,45.71
2021-12-31,"BC","Northern","Unknown",0,0
2021-12-31,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-12-31,"BC","Vancouver Coastal","All",827,646
2021-12-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",262,164
2021-12-31,"BC","Vancouver Coastal","Richmond",96,78.43
2021-12-31,"BC","Vancouver Coastal","Unknown",2,2.14
2021-12-31,"BC","Vancouver Coastal","Vancouver",467,401.43
2021-12-31,"BC","Vancouver Island","All",431,338
2021-12-31,"BC","Vancouver Island","Central Vancouver Island",93,89.14
2021-12-31,"BC","Vancouver Island","North Vancouver Island",42,37.43
2021-12-31,"BC","Vancouver Island","South Vancouver Island",296,211.43
2021-12-31,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-12-31,"Out of Canada","Out of Canada","Out of Canada",3,1.14
2022-01-01,"BC","All","All",3202,3120.14
2022-01-01,"BC","Fraser","All",1595,1614.29
2022-01-01,"BC","Fraser","Fraser East",203,179.71
2022-01-01,"BC","Fraser","Fraser North",674,727.71
2022-01-01,"BC","Fraser","Fraser South",718,706.14
2022-01-01,"BC","Fraser","Unknown",0,0.71
2022-01-01,"BC","Interior","All",479,377.43
2022-01-01,"BC","Interior","East Kootenay",102,73.71
2022-01-01,"BC","Interior","Kootenay Boundary",64,40.29
2022-01-01,"BC","Interior","Okanagan",171,159.57
2022-01-01,"BC","Interior","Thompson Cariboo Shuswap",142,103.86
2022-01-01,"BC","Northern","All",149,106.71
2022-01-01,"BC","Northern","Northeast",11,12
2022-01-01,"BC","Northern","Northern Interior",68,44.43
2022-01-01,"BC","Northern","Northwest",70,50.29
2022-01-01,"BC","Northern","Unknown",0,0
2022-01-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2022-01-01,"BC","Vancouver Coastal","All",646,670.43
2022-01-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",228,184.86
2022-01-01,"BC","Vancouver Coastal","Richmond",95,81.29
2022-01-01,"BC","Vancouver Coastal","Unknown",0,2.14
2022-01-01,"BC","Vancouver Coastal","Vancouver",323,402.14
2022-01-01,"BC","Vancouver Island","All",333,351.29
2022-01-01,"BC","Vancouver Island","Central Vancouver Island",104,98
2022-01-01,"BC","Vancouver Island","North Vancouver Island",42,40.14
2022-01-01,"BC","Vancouver Island","South Vancouver Island",187,213.14
2022-01-01,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2022-01-01,"Out of Canada","Out of Canada","Out of Canada",0,1
2022-01-02,"BC","All","All",2334,3199.14
2022-01-02,"BC","Fraser","All",1076,1650.57
2022-01-02,"BC","Fraser","Fraser East",99,186.71
2022-01-02,"BC","Fraser","Fraser North",430,712.86
2022-01-02,"BC","Fraser","Fraser South",547,750.29
2022-01-02,"BC","Fraser","Unknown",0,0.71
2022-01-02,"BC","Interior","All",351,383.57
2022-01-02,"BC","Interior","East Kootenay",111,82.14
2022-01-02,"BC","Interior","Kootenay Boundary",49,43.86
2022-01-02,"BC","Interior","Okanagan",126,157.14
2022-01-02,"BC","Interior","Thompson Cariboo Shuswap",65,100.43
2022-01-02,"BC","Northern","All",76,109.86
2022-01-02,"BC","Northern","Northeast",5,12.57
2022-01-02,"BC","Northern","Northern Interior",43,45.29
2022-01-02,"BC","Northern","Northwest",28,52
2022-01-02,"BC","Northern","Unknown",0,0
2022-01-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2022-01-02,"BC","Vancouver Coastal","All",421,676.86
2022-01-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",125,194.43
2022-01-02,"BC","Vancouver Coastal","Richmond",62,80.86
2022-01-02,"BC","Vancouver Coastal","Unknown",1,1.86
2022-01-02,"BC","Vancouver Coastal","Vancouver",233,399.71
2022-01-02,"BC","Vancouver Island","All",410,378.29
2022-01-02,"BC","Vancouver Island","Central Vancouver Island",118,108.14
2022-01-02,"BC","Vancouver Island","North Vancouver Island",50,46.14
2022-01-02,"BC","Vancouver Island","South Vancouver Island",242,224
2022-01-02,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2022-01-02,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2022-01-03,"BC","All","All",2672,3309.29
2022-01-03,"BC","Fraser","All",1497,1744.29
2022-01-03,"BC","Fraser","Fraser East",96,185.57
2022-01-03,"BC","Fraser","Fraser North",605,728.43
2022-01-03,"BC","Fraser","Fraser South",795,829.43
2022-01-03,"BC","Fraser","Unknown",1,0.86
2022-01-03,"BC","Interior","All",308,384.86
2022-01-03,"BC","Interior","East Kootenay",57,81.86
2022-01-03,"BC","Interior","Kootenay Boundary",46,47.86
2022-01-03,"BC","Interior","Okanagan",156,163.86
2022-01-03,"BC","Interior","Thompson Cariboo Shuswap",49,91.29
2022-01-03,"BC","Northern","All",132,122.14
2022-01-03,"BC","Northern","Northeast",5,12.43
2022-01-03,"BC","Northern","Northern Interior",56,50
2022-01-03,"BC","Northern","Northwest",71,59.71
2022-01-03,"BC","Northern","Unknown",0,0
2022-01-03,"BC","Northern","Unknown HSDA - Northern HA",0,0
2022-01-03,"BC","Vancouver Coastal","All",346,667.29
2022-01-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",49,187.71
2022-01-03,"BC","Vancouver Coastal","Richmond",57,82.57
2022-01-03,"BC","Vancouver Coastal","Unknown",0,1.86
2022-01-03,"BC","Vancouver Coastal","Vancouver",240,395.14
2022-01-03,"BC","Vancouver Island","All",389,390.71
2022-01-03,"BC","Vancouver Island","Central Vancouver Island",109,110.71
2022-01-03,"BC","Vancouver Island","North Vancouver Island",49,46.43
2022-01-03,"BC","Vancouver Island","South Vancouver Island",231,233.57
2022-01-03,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2022-01-03,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2022-01-04,"BC","All","All",3310,3342.14
2022-01-04,"BC","Fraser","All",1639,1745.71
2022-01-04,"BC","Fraser","Fraser East",87,166.14
2022-01-04,"BC","Fraser","Fraser North",678,710.71
2022-01-04,"BC","Fraser","Fraser South",873,868.14
2022-01-04,"BC","Fraser","Unknown",1,0.71
2022-01-04,"BC","Interior","All",373,380.29
2022-01-04,"BC","Interior","East Kootenay",70,82
2022-01-04,"BC","Interior","Kootenay Boundary",45,48.86
2022-01-04,"BC","Interior","Okanagan",145,159.29
2022-01-04,"BC","Interior","Thompson Cariboo Shuswap",113,90.14
2022-01-04,"BC","Northern","All",182,134
2022-01-04,"BC","Northern","Northeast",16,12.43
2022-01-04,"BC","Northern","Northern Interior",94,57.43
2022-01-04,"BC","Northern","Northwest",72,64.14
2022-01-04,"BC","Northern","Unknown",0,0
2022-01-04,"BC","Northern","Unknown HSDA - Northern HA",0,0
2022-01-04,"BC","Vancouver Coastal","All",652,671.43
